遗址名称,关系类型,关系名称,主体,主体类型,客体,客体类型,页码,置信度,上下文
"偃师二里头","REL_UNIT_TYPE","类型为","K10","遗迹编号","墓葬","遗迹类型",11,0.65,"VMS4 平面图(70) 二里头文化一期墓葬出土陶器及石器-pp(72) FB SL"
"偃师二里头","REL_UNIT_TYPE","类型为","M18","遗迹编号","墓葬","遗迹类型",11,0.65,"VMS4 平面图(70) 二里头文化一期墓葬出土陶器及石器-pp(72) FB SL"
"偃师二里头","REL_UNIT_TYPE","类型为","M8","遗迹编号","墓葬","遗迹类型",11,0.65,"VMS4 平面图(70) 二里头文化一期墓葬出土陶器及石器-pp(72) FB SL"
"偃师二里头","REL_SITE_CONTAINS","包含","偃师二里头","遗址名称","M53","遗迹编号",12,0.7,"  -Vi-  二里头文化二期让. V M53 平面图:pp(125) an Op a"
"偃师二里头","REL_SITE_CONTAINS","包含","偃师二里头","遗址名称","H79","遗迹编号",12,0.7,"rere(145) 第一号宫殿西部水井 H79 平.裔面图人 147) fey Le "
"偃师二里头","REL_SITE_CONTAINS","包含","偃师二里头","遗址名称","M57","遗迹编号",12,0.7,"y Er Be EL RAL SE V M57 平面图(149) es er Be h"
"偃师二里头","REL_SITE_CONTAINS","包含","偃师二里头","遗址名称","M27","遗迹编号",12,0.7,"er Be ht Bp ae ae V M27 平、裔面图149) 第二号宫暴基址平面"
"偃师二里头","REL_SITE_CONTAINS","包含","偃师二里头","遗址名称","M1","遗迹编号",12,0.7,"5 — er BC OL Bae aE M1 平面图人1357) 二里头文化三期KF"
"偃师二里头","REL_SITE_CONTAINS","包含","偃师二里头","遗址名称","Y2","遗迹编号",12,0.7,"163) —~ Ba wih= FAN Y2 Alaerrr eT rerrrrre"
"偃师二里头","REL_SITE_ERA","年代为","偃师二里头","遗址名称","二里头文化","年代",12,0.5,"              -Vi-  二里头文化二期让. V M53 平面图:pp(12"
"偃师二里头","REL_UNIT_TYPE","类型为","M53","遗迹编号","墓葬","遗迹类型",12,0.65,"克及陶锚.PN(134) 二里头文化二期墓葬出土陶器.pp(136) = FH SL"
"偃师二里头","REL_UNIT_TYPE","类型为","M53","遗迹编号","基址","遗迹类型",12,0.65," 20 ee ee(137) 第一号宫殿基址平面图Ne(139) 第一号宫殿主体殿堂"
